"","Source","Station","Date","Time","SampleDepth","SampleId","ParameterType","ParameterName","Value","Qualifier","Problem","Description"
"841","JRA","JRA.J08","08/27/2020","10:57 AM",0.3,NA,"Comments","COMMENTS","Weather conditions at time of sampling: sunny, clear skies, slight breeze. Debris (leaves/foam) was observed floating on top of the water near the dock.",NA,NA,"Comments (open text)"
"842","JRA","JRA.J23","07/30/2020","11:55 AM",0.3,1,"WaterQuality","AT.2","30.5",NA,NA,"Air Temp (deg C)"
"843","JRA","JRA.J23","07/30/2020","11:55 AM",0.3,1,"WaterQuality","ECOLI.4","38.4",NA,NA,"Colilert (CFU/100mL)"
"844","JRA","JRA.J23","07/30/2020","11:55 AM",0.3,1,"WaterQuality","WC.6","1.36",NA,NA,"Turbidity (NTU)"
"845","JRA","JRA.J23","07/30/2020","11:55 AM",0.3,1,"WaterQuality","WT.2","31.8",NA,NA,"Water Temp (deg C)"
"846","JRA","JRA.J23","07/30/2020","11:55 AM",0.3,NA,"Comments","COMMENTS","Sunny, clear. Sample collected by Valerie Hubbard.",NA,NA,"Comments (open text)"
"847","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,1,"WaterQuality","AT.2","22.6",NA,NA,"Air Temp (deg C)"
"848","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"849","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,1,"WaterQuality","ECOLI.4","38.3",NA,NA,"Colilert (CFU/100mL)"
"850","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,1,"WaterQuality","WC.6","4.3",NA,NA,"Turbidity (NTU)"
"851","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,1,"WaterQuality","WT.2","22.2",NA,NA,"Water Temp (deg C)"
"852","JRA","JRA.J24","06/18/2020","11:48 AM",0.3,NA,"Comments","COMMENTS","*Turbidity Overranged (9.86)

Sunny

Great Blue Heron (1)",NA,NA,"Comments (open text)"
"853","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,1,"WaterQuality","AT.2","29.5",NA,NA,"Air Temp (deg C)"
"854","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,1,"WaterQuality","CO.4","220",NA,NA,"Conductivity (uS/cm)"
"855","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,1,"WaterQuality","ECOLI.4","38.1",NA,NA,"Colilert (CFU/100mL)"
"856","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,1,"WaterQuality","WC.6","1.74",NA,NA,"Turbidity (NTU)"
"857","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,1,"WaterQuality","WT.2","30.5",NA,NA,"Water Temp (deg C)"
"858","JRA","JRA.J21","07/30/2020","10:26 AM",0.3,NA,"Comments","COMMENTS","Clear, humid, slow moving water",NA,NA,"Comments (open text)"
"859","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,1,"WaterQuality","AT.2","27",NA,NA,"Air Temp (deg C)"
"860","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"861","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,1,"WaterQuality","ECOLI.4","37.9",NA,NA,"Colilert (CFU/100mL)"
"862","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,1,"WaterQuality","WC.6","1.65",NA,NA,"Turbidity (NTU)"
"863","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,1,"WaterQuality","WT.2","27.2",NA,NA,"Water Temp (deg C)"
"864","JRA","JRA.J22","06/11/2020","12:17 PM",0.3,NA,"Comments","COMMENTS","Sunfish (1)
Grey Squirrel (1)
Minnows (15)",NA,NA,"Comments (open text)"
"865","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,1,"WaterQuality","AT.2","28.2",NA,NA,"Air Temp (deg C)"
"866","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,1,"WaterQuality","CO.4","158",NA,NA,"Conductivity (uS/cm)"
"867","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,1,"WaterQuality","ECOLI.4","37.4",NA,NA,"Colilert (CFU/100mL)"
"868","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,1,"WaterQuality","WC.6","7.53",NA,NA,"Turbidity (NTU)"
"869","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,1,"WaterQuality","WT.2","26.8",NA,NA,"Water Temp (deg C)"
"870","JRA","JRA.A01","06/18/2020","01:55 PM",0.3,NA,"Comments","COMMENTS","Overcast day with very little wind. Water is flowing but fairly smooth. No boating or fishing activity. About 6 people sitting at tables having lunch or viewing the River.",NA,NA,"Comments (open text)"
"871","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,1,"WaterQuality","AT.2","27",NA,NA,"Air Temp (deg C)"
"872","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"873","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,2,"WaterQuality","ECOLI.1","134",NA,NA,"Coliscan CFU/100mL)"
"874","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"875","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,1,"WaterQuality","WC.6","2.19",NA,NA,"Turbidity (NTU)"
"876","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,1,"WaterQuality","WT.2","26.6",NA,NA,"Water Temp (deg C)"
"877","JRA","JRA.J29","07/03/2020","10:00 AM",0.3,NA,"Comments","COMMENTS","Rain within the past 48 hours. Sunny.",NA,NA,"Comments (open text)"
"878","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,1,"WaterQuality","AT.2","24.2",NA,NA,"Air Temp (deg C)"
"879","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,1,"WaterQuality","CO.4","40",NA,NA,"Conductivity (uS/cm)"
"880","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,2,"WaterQuality","ECOLI.4","34",NA,NA,"Colilert (CFU/100mL)"
"881","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,1,"WaterQuality","ECOLI.4","34",NA,NA,"Colilert (CFU/100mL)"
"882","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,1,"WaterQuality","WC.6","2.95",NA,NA,"Turbidity (NTU)"
"883","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,1,"WaterQuality","WT.2","18.9",NA,NA,"Water Temp (deg C)"
"884","JRA","JRA.J08","05/14/2020","12:12 PM",0.3,NA,"Comments","COMMENTS","Mostly sunny, calm water, mild breeze, some scum floating past on top of the water. Tide going out (high tide at 11:06, low tide at 18:27 on 5/14/2020). A few kayaks/motorboats with people recreating, but the water was not densely populated. Pretty populated running/walking trail next to the river. Has not rained for a couple of days.",NA,NA,"Comments (open text)"
"885","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","26.2",NA,NA,"Air Temp (deg C)"
"886","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","280",NA,NA,"Conductivity (uS/cm)"
"887","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,2,"WaterQuality","ECOLI.1","67",NA,NA,"Coliscan CFU/100mL)"
"888","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.1","67",NA,NA,"Coliscan CFU/100mL)"
"889","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","2.63",NA,NA,"Turbidity (NTU)"
"890","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","26.2",NA,NA,"Water Temp (deg C)"
"891","JRA","JRA.M05","07/02/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","Sunny. Only a few people on the beach at this time.  River looks to be at normal level.",NA,NA,"Comments (open text)"
"892","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,1,"WaterQuality","AT.2","26.1",NA,NA,"Air Temp (deg C)"
"893","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"894","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,2,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"895","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"896","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,1,"WaterQuality","WT.2","25.8",NA,NA,"Water Temp (deg C)"
"897","JRA","JRA.J29","08/27/2020","09:08 AM",0.3,NA,"Comments","COMMENTS","A little high. Otherwise fair conditions.",NA,NA,"Comments (open text)"
"898","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","AT.2","30.3",NA,NA,"Air Temp (deg C)"
"899","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","CO.4","240",NA,NA,"Conductivity (uS/cm)"
"900","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,2,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"901","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"902","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","ENT.1","1",NA,NA,"Enterolert (CFU/100mL)"
"903","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","WC.6","4.97",NA,NA,"Turbidity (NTU)"
"904","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,1,"WaterQuality","WT.2","26.4",NA,NA,"Water Temp (deg C)"
"905","JRA","JRA.J35","08/27/2020","11:33 AM",0.3,NA,"Comments","COMMENTS","Sunny, scattered thunderstorms.",NA,NA,"Comments (open text)"
"906","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","24.7",NA,NA,"Air Temp (deg C)"
"907","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","100",NA,NA,"Conductivity (uS/cm)"
"908","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,2,"WaterQuality","ECOLI.1","167",NA,NA,"Coliscan CFU/100mL)"
"909","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,1,"WaterQuality","ECOLI.1","234",NA,NA,"Coliscan CFU/100mL)"
"910","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","5.7",NA,"F","Turbidity (NTU)"
"911","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","23.2",NA,NA,"Water Temp (deg C)"
"912","JRA","JRA.A08","06/25/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","Cloudy and warm. River looked nice and clear. No rain last 24hrs. (Turbidity meter overrange around 6NTU, so turbidity data may be inaccurate.)",NA,NA,"Comments (open text)"
"913","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,1,"WaterQuality","AT.2","22",NA,NA,"Air Temp (deg C)"
"914","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"915","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"916","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,1,"WaterQuality","WC.6","2.18",NA,NA,"Turbidity (NTU)"
"917","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,1,"WaterQuality","WT.2","20.9",NA,NA,"Water Temp (deg C)"
"918","JRA","JRA.J25","06/18/2020","10:00 AM",0.3,NA,"Comments","COMMENTS","Rained during night. Sunny and overcast, slight breeze",NA,NA,"Comments (open text)"
"919","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,1,"WaterQuality","AT.2","29.3",NA,NA,"Air Temp (deg C)"
"920","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"921","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"922","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,1,"WaterQuality","WC.6","1.75",NA,NA,"Turbidity (NTU)"
"923","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,1,"WaterQuality","WT.2","28.9",NA,NA,"Water Temp (deg C)"
"924","JRA","JRA.J25","07/09/2020","11:25 AM",0.3,NA,"Comments","COMMENTS","Partly cloudy, no one on site or on water, low water level, very clear water",NA,NA,"Comments (open text)"
"925","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,1,"WaterQuality","AT.2","33",NA,NA,"Air Temp (deg C)"
"926","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"927","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"928","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,1,"WaterQuality","WC.6","1.58",NA,NA,"Turbidity (NTU)"
"929","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,1,"WaterQuality","WT.2","29.8",NA,NA,"Water Temp (deg C)"
"930","JRA","JRA.J25","07/23/2020","11:53 AM",0.3,NA,"Comments","COMMENTS","Partly cloudy
4 people in water
Very low",NA,NA,"Comments (open text)"
"931","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","27.1",NA,NA,"Air Temp (deg C)"
"932","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"933","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"934","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","11.7",NA,NA,"Turbidity (NTU)"
"935","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","27.4",NA,NA,"Water Temp (deg C)"
"936","JRA","JRA.J25","08/06/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","The site had a very slow current, and the water was lower than anticipated based on the hurricane that came a few days prior.",NA,NA,"Comments (open text)"
"937","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,1,"WaterQuality","AT.2","25.4",NA,NA,"Air Temp (deg C)"
"938","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,1,"WaterQuality","CO.4","220",NA,NA,"Conductivity (uS/cm)"
"939","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"940","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,1,"WaterQuality","WC.6","3.81",NA,NA,"Turbidity (NTU)"
"941","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,1,"WaterQuality","WT.2","28.5",NA,NA,"Water Temp (deg C)"
"942","JRA","JRA.J25","08/13/2020","11:30 AM",0.3,NA,"Comments","COMMENTS","Very muggy and humid day with a cold breeze

Water level looked lower than last week",NA,NA,"Comments (open text)"
"943","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,1,"WaterQuality","AT.2","26.5",NA,NA,"Air Temp (deg C)"
"944","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"945","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"946","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,1,"WaterQuality","WC.6","10.34",NA,NA,"Turbidity (NTU)"
"947","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,1,"WaterQuality","WT.2","24.1",NA,NA,"Water Temp (deg C)"
"948","JRA","JRA.J25","08/20/2020","11:00 PM",0.3,NA,"Comments","COMMENTS","Water is high and fast and appears slightly brown. No users at the site.",NA,NA,"Comments (open text)"
"949","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,1,"WaterQuality","AT.2","24.5",NA,NA,"Air Temp (deg C)"
"950","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,1,"WaterQuality","CO.4","160",NA,NA,"Conductivity (uS/cm)"
"951","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"952","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,1,"WaterQuality","WC.6","9",NA,NA,"Turbidity (NTU)"
"953","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,1,"WaterQuality","WT.2","28.4",NA,NA,"Water Temp (deg C)"
"954","JRA","JRA.J26","08/06/2020","08:15 AM",0.3,NA,"Comments","COMMENTS","Calm breeze, clear skies, heavy rain the night before sampling. Floating dock had been removed.",NA,NA,"Comments (open text)"
"955","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,1,"WaterQuality","AT.2","28.9",NA,NA,"Air Temp (deg C)"
"956","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"957","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"958","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,1,"WaterQuality","WC.6","1.46",NA,NA,"Turbidity (NTU)"
"959","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,1,"WaterQuality","WT.2","27.2",NA,NA,"Water Temp (deg C)"
"960","JRA","JRA.J29","06/11/2020","11:32 AM",0.3,NA,"Comments","COMMENTS","There were bubbles in the Petri dish. I think it was because the coliscan had some frozen crystals still in it when the sample was mixed. Will be very careful to avoid that next time. Also, did I enter the data on correctly above? I only saw one colony.",NA,NA,"Comments (open text)"
"961","JRA","JRA.J29","07/09/2020","10:05 AM",0.3,1,"WaterQuality","AT.2","27.9",NA,NA,"Air Temp (deg C)"
"962","JRA","JRA.J29","07/09/2020","10:05 AM",0.3,1,"WaterQuality","CO.4","200",NA,NA,"Conductivity (uS/cm)"
"963","JRA","JRA.J29","07/09/2020","10:05 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"964","JRA","JRA.J29","07/09/2020","10:05 AM",0.3,1,"WaterQuality","WC.6","2.92",NA,NA,"Turbidity (NTU)"
"965","JRA","JRA.J29","07/09/2020","10:05 AM",0.3,1,"WaterQuality","WT.2","28.6",NA,NA,"Water Temp (deg C)"
"966","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,1,"WaterQuality","AT.2","30.8",NA,NA,"Air Temp (deg C)"
"967","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,1,"WaterQuality","CO.4","240",NA,NA,"Conductivity (uS/cm)"
"968","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"969","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,1,"WaterQuality","WC.6","1.25",NA,NA,"Turbidity (NTU)"
"970","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,1,"WaterQuality","WT.2","30.5",NA,NA,"Water Temp (deg C)"
"971","JRA","JRA.J29","07/30/2020","11:50 AM",0.3,NA,"Comments","COMMENTS","Sunny. Water was really clear.",NA,NA,"Comments (open text)"
"972","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,1,"WaterQuality","AT.2","28.1",NA,NA,"Air Temp (deg C)"
"973","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"974","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"975","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,1,"WaterQuality","WC.6","1.39",NA,NA,"Turbidity (NTU)"
"976","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,1,"WaterQuality","WT.2","27",NA,NA,"Water Temp (deg C)"
"977","JRA","JRA.J30","06/11/2020","11:30 AM",0.3,NA,"Comments","COMMENTS","Clear skies and humid. Rain previous night but water clear.",NA,NA,"Comments (open text)"
"978","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","26.2",NA,NA,"Air Temp (deg C)"
"979","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","279",NA,NA,"Conductivity (uS/cm)"
"980","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.1","34",NA,NA,"Coliscan CFU/100mL)"
"981","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","0.96",NA,NA,"Turbidity (NTU)"
"982","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","28.3",NA,NA,"Water Temp (deg C)"
"983","JRA","JRA.J35","07/16/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","Overcast, warm",NA,NA,"Comments (open text)"
"984","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,1,"WaterQuality","AT.2","26.4",NA,NA,"Air Temp (deg C)"
"985","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,1,"WaterQuality","CO.4","160",NA,NA,"Conductivity (uS/cm)"
"986","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,1,"WaterQuality","ECOLI.1","33",NA,NA,"Coliscan CFU/100mL)"
"987","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,1,"WaterQuality","WC.6","16.4",NA,NA,"Turbidity (NTU)"
"988","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,1,"WaterQuality","WT.2","18.2",NA,NA,"Water Temp (deg C)"
"989","JRA","JRA.J35","05/28/2020","11:00 AM",0.3,NA,"Comments","COMMENTS","Water is still high after our recent rains but we did not get as much rain up here as was forcasted. River levels are on slight but constant decline along with bacteria levels. 

Due to high water concerns any boating should be done with high caution! Better to wait until next weekend when River conditions are ideal, or try some fishing from shore for catfish this weekend, they love these conditions!",NA,NA,"Comments (open text)"
"990","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,1,"WaterQuality","AT.2","27.1",NA,NA,"Air Temp (deg C)"
"991","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"992","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,1,"WaterQuality","ECOLI.4","32.8",NA,NA,"Colilert (CFU/100mL)"
"993","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,1,"WaterQuality","WC.6","2.28",NA,NA,"Turbidity (NTU)"
"994","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,1,"WaterQuality","WT.2","30.2",NA,NA,"Water Temp (deg C)"
"995","JRA","JRA.J10","07/23/2020","11:01 AM",0.3,NA,"Comments","COMMENTS","Cloudy, humid, clear flowing water",NA,NA,"Comments (open text)"
"996","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,1,"WaterQuality","AT.2","25.6",NA,NA,"Air Temp (deg C)"
"997","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"998","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,2,"WaterQuality","ECOLI.4","40.7",NA,NA,"Colilert (CFU/100mL)"
"999","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,1,"WaterQuality","ECOLI.4","32",NA,NA,"Colilert (CFU/100mL)"
"1000","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,1,"WaterQuality","WC.6","8.71",NA,NA,"Turbidity (NTU)"
"1001","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,1,"WaterQuality","WT.2","24",NA,NA,"Water Temp (deg C)"
"1002","JRA","JRA.J26","06/25/2020","10:30 AM",0.3,NA,"Comments","COMMENTS","Slightly overcast, calm river, plastic dock was crumpled, also colliert method was used as opposed to coliscan.",NA,NA,"Comments (open text)"
"1003","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,1,"WaterQuality","AT.2","31.2",NA,NA,"Air Temp (deg C)"
"1004","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,1,"WaterQuality","CO.4","200",NA,NA,"Conductivity (uS/cm)"
"1005","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,1,"WaterQuality","ECOLI.4","32",NA,NA,"Colilert (CFU/100mL)"
"1006","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,1,"WaterQuality","WC.6","3.01",NA,NA,"Turbidity (NTU)"
"1007","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,1,"WaterQuality","WT.2","29.8",NA,NA,"Water Temp (deg C)"
"1008","JRA","JRA.J10","07/09/2020","10:35 AM",0.3,NA,"Comments","COMMENTS","Calm; water relatively clear (minimal rain within previous 48 hours); moderate depth (James River Near Richmond, USGS gage height, 4.52 feet); no wildlife; no boat activity; no recreationists",NA,NA,"Comments (open text)"
"1009","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,1,"WaterQuality","AT.2","27.6",NA,NA,"Air Temp (deg C)"
"1010","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,1,"WaterQuality","CO.4","210",NA,NA,"Conductivity (uS/cm)"
"1011","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,1,"WaterQuality","ECOLI.4","31.6",NA,NA,"Colilert (CFU/100mL)"
"1012","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,1,"WaterQuality","WC.6","5.87",NA,NA,"Turbidity (NTU)"
"1013","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,1,"WaterQuality","WT.2","28.4",NA,NA,"Water Temp (deg C)"
"1014","JRA","JRA.J22","08/13/2020","11:08 AM",0.3,NA,"Comments","COMMENTS","thunderstorm",NA,NA,"Comments (open text)"
"1015","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","29.8",NA,NA,"Air Temp (deg C)"
"1016","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","232",NA,NA,"Conductivity (uS/cm)"
"1017","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,1,"WaterQuality","ECOLI.4","30.9",NA,NA,"Colilert (CFU/100mL)"
"1018","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","13.05",NA,NA,"Turbidity (NTU)"
"1019","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","31.2",NA,NA,"Water Temp (deg C)"
"1020","JRA","JRA.A01","07/23/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","The tide was going out. It was slightly overcast and there were numerous geese in the area.",NA,NA,"Comments (open text)"
"1021","JRA","JRA.J23","07/16/2020","11:43 AM",0.3,1,"WaterQuality","AT.2","27.5",NA,NA,"Air Temp (deg C)"
"1022","JRA","JRA.J23","07/16/2020","11:43 AM",0.3,1,"WaterQuality","CO.4","210",NA,NA,"Conductivity (uS/cm)"
"1023","JRA","JRA.J23","07/16/2020","11:43 AM",0.3,1,"WaterQuality","ECOLI.4","30.1",NA,NA,"Colilert (CFU/100mL)"
"1024","JRA","JRA.J23","07/16/2020","11:43 AM",0.3,1,"WaterQuality","WC.6","1.37",NA,NA,"Turbidity (NTU)"
